FIPS ,State,County,2010 Census Population,"Population Estimate, 2011","Population Estimate, 2012","Population Estimate, 2013","Population Estimate, 2014","Population Estimate, 2015","Population Estimate, 2016"
20175.0,KS,Seward ,22952.0,23171.0,23403.0,23355.0,23299.0,23159.0,22709.0
20177.0,KS,Shawnee ,177934.0,178908.0,178980.0,178661.0,178509.0,178541.0,178146.0
20179.0,KS,Sheridan ,2556.0,2543.0,2531.0,2534.0,2535.0,2501.0,2509.0
20181.0,KS,Sherman ,6010.0,6033.0,6106.0,6077.0,6064.0,5976.0,5965.0
20183.0,KS,Smith ,3853.0,3790.0,3751.0,3703.0,3725.0,3693.0,3632.0
20185.0,KS,Stafford ,4437.0,4382.0,4343.0,4340.0,4293.0,4236.0,4208.0
20187.0,KS,Stanton ,2235.0,2217.0,2163.0,2172.0,2125.0,2053.0,2062.0
20189.0,KS,Stevens ,5724.0,5639.0,5748.0,5813.0,5812.0,5731.0,5584.0
20191.0,KS,Sumner ,24132.0,23845.0,23701.0,23609.0,23471.0,23494.0,23272.0
20193.0,KS,Thomas ,7900.0,7945.0,7938.0,7951.0,7850.0,7915.0,7892.0
20195.0,KS,Trego ,3001.0,2974.0,2969.0,2964.0,2908.0,2923.0,2872.0
20197.0,KS,Wabaunsee ,7053.0,7032.0,7007.0,7027.0,6972.0,6905.0,6891.0
20199.0,KS,Wallace ,1485.0,1524.0,1528.0,1566.0,1509.0,1513.0,1497.0
20201.0,KS,Washington ,5799.0,5831.0,5726.0,5627.0,5602.0,5564.0,5546.0
20203.0,KS,Wichita ,2234.0,2262.0,2230.0,2185.0,2170.0,2145.0,2112.0
20205.0,KS,Wilson ,9409.0,9243.0,9126.0,9090.0,8989.0,8852.0,8723.0
20207.0,KS,Woodson ,3309.0,3312.0,3267.0,3205.0,3168.0,3124.0,3165.0
20209.0,KS,Wyandotte ,157505.0,157973.0,159360.0,160744.0,161855.0,163095.0,163831.0
